pair_id,modality,case_id,slice_id,path_a,path_b,size_a,size_b,sha256_a,sha256_b
32017,CT-MRI,32,17,data/harvard_full/Havard-Medical-Image-Fusion-Datasets-main/CT-MRI/CT/32017.png,data/harvard_full/Havard-Medical-Image-Fusion-Datasets-main/CT-MRI/MRI/32017.png,256x256,256x256,d4f561055be907a3,0a3cb18e96125ef7
32018,CT-MRI,32,18,data/harvard_full/Havard-Medical-Image-Fusion-Datasets-main/CT-MRI/CT/32018.png,data/harvard_full/Havard-Medical-Image-Fusion-Datasets-main/CT-MRI/MRI/32018.png,256x256,256x256,c42b710fb9ceec16,6c51ccefb0cd44c3
32019,CT-MRI,32,19,data/harvard_full/Havard-Medical-Image-Fusion-Datasets-main/CT-MRI/CT/32019.png,data/harvard_full/Havard-Medical-Image-Fusion-Datasets-main/CT-MRI/MRI/32019.png,256x256,256x256,9f2a75a8c838c65a,c68d5ef991d49e4e
32020,CT-MRI,32,20,data/harvard_full/Havard-Medical-Image-Fusion-Datasets-main/CT-MRI/CT/32020.png,data/harvard_full/Havard-Medical-Image-Fusion-Datasets-main/CT-MRI/MRI/32020.png,256x256,256x256,4d6a1f57fbc1be08,a2addab5aeb06bfa
32021,CT-MRI,32,21,data/harvard_full/Havard-Medical-Image-Fusion-Datasets-main/CT-MRI/CT/32021.png,data/harvard_full/Havard-Medical-Image-Fusion-Datasets-main/CT-MRI/MRI/32021.png,256x256,256x256,b5432b3deca8f8ca,d4886b3c58d737a7
32022,CT-MRI,32,22,data/harvard_full/Havard-Medical-Image-Fusion-Datasets-main/CT-MRI/CT/32022.png,data/harvard_full/Havard-Medical-Image-Fusion-Datasets-main/CT-MRI/MRI/32022.png,256x256,256x256,7c8a2c48f4df834b,c6af83d22a4d8a9e
33006,CT-MRI,33,6,data/harvard_full/Havard-Medical-Image-Fusion-Datasets-main/CT-MRI/CT/33006.png,data/harvard_full/Havard-Medical-Image-Fusion-Datasets-main/CT-MRI/MRI/33006.png,256x256,256x256,4b65c0b0e2ee3e8b,a8988b3987370e10
33007,CT-MRI,33,7,data/harvard_full/Havard-Medical-Image-Fusion-Datasets-main/CT-MRI/CT/33007.png,data/harvard_full/Havard-Medical-Image-Fusion-Datasets-main/CT-MRI/MRI/33007.png,256x256,256x256,d957a78226620aa1,894ea87480553d21
33008,CT-MRI,33,8,data/harvard_full/Havard-Medical-Image-Fusion-Datasets-main/CT-MRI/CT/33008.png,data/harvard_full/Havard-Medical-Image-Fusion-Datasets-main/CT-MRI/MRI/33008.png,256x256,256x256,55f0c4911bb6e2c8,38ef8fe63a3be1fe
33010,CT-MRI,33,10,data/harvard_full/Havard-Medical-Image-Fusion-Datasets-main/CT-MRI/CT/33010.png,data/harvard_full/Havard-Medical-Image-Fusion-Datasets-main/CT-MRI/MRI/33010.png,256x256,256x256,4d2269caf9084256,b978b3046620da9d
33011,CT-MRI,33,11,data/harvard_full/Havard-Medical-Image-Fusion-Datasets-main/CT-MRI/CT/33011.png,data/harvard_full/Havard-Medical-Image-Fusion-Datasets-main/CT-MRI/MRI/33011.png,256x256,256x256,1e19a773af7b235d,0b6729a023659180
33012,CT-MRI,33,12,data/harvard_full/Havard-Medical-Image-Fusion-Datasets-main/CT-MRI/CT/33012.png,data/harvard_full/Havard-Medical-Image-Fusion-Datasets-main/CT-MRI/MRI/33012.png,256x256,256x256,34b6a16ecc280ab9,d226b3f5f06f0dfc
33013,CT-MRI,33,13,data/harvard_full/Havard-Medical-Image-Fusion-Datasets-main/CT-MRI/CT/33013.png,data/harvard_full/Havard-Medical-Image-Fusion-Datasets-main/CT-MRI/MRI/33013.png,256x256,256x256,79b8e6829f2baa90,1415358e2e1f5107
33014,CT-MRI,33,14,data/harvard_full/Havard-Medical-Image-Fusion-Datasets-main/CT-MRI/CT/33014.png,data/harvard_full/Havard-Medical-Image-Fusion-Datasets-main/CT-MRI/MRI/33014.png,256x256,256x256,54b2ab23f5dfcf8a,208317fc0c479b4f
33015,CT-MRI,33,15,data/harvard_full/Havard-Medical-Image-Fusion-Datasets-main/CT-MRI/CT/33015.png,data/harvard_full/Havard-Medical-Image-Fusion-Datasets-main/CT-MRI/MRI/33015.png,256x256,256x256,e66f83726b268c63,3c74810ae8546a52
33016,CT-MRI,33,16,data/harvard_full/Havard-Medical-Image-Fusion-Datasets-main/CT-MRI/CT/33016.png,data/harvard_full/Havard-Medical-Image-Fusion-Datasets-main/CT-MRI/MRI/33016.png,256x256,256x256,e88f15d7b15a1040,7f5fb09129378e18
33017,CT-MRI,33,17,data/harvard_full/Havard-Medical-Image-Fusion-Datasets-main/CT-MRI/CT/33017.png,data/harvard_full/Havard-Medical-Image-Fusion-Datasets-main/CT-MRI/MRI/33017.png,256x256,256x256,fc3eb24594e11ac0,80a7b1bf1e025484
33018,CT-MRI,33,18,data/harvard_full/Havard-Medical-Image-Fusion-Datasets-main/CT-MRI/CT/33018.png,data/harvard_full/Havard-Medical-Image-Fusion-Datasets-main/CT-MRI/MRI/33018.png,256x256,256x256,763a8ff269072175,9c0fd7d52a1c9656
33019,CT-MRI,33,19,data/harvard_full/Havard-Medical-Image-Fusion-Datasets-main/CT-MRI/CT/33019.png,data/harvard_full/Havard-Medical-Image-Fusion-Datasets-main/CT-MRI/MRI/33019.png,256x256,256x256,104c96e86d30d1fd,2697cfb215faac1e
33020,CT-MRI,33,20,data/harvard_full/Havard-Medical-Image-Fusion-Datasets-main/CT-MRI/CT/33020.png,data/harvard_full/Havard-Medical-Image-Fusion-Datasets-main/CT-MRI/MRI/33020.png,256x256,256x256,cb6a6cc7ae698caa,6e32eed7a2f5eea5
33021,CT-MRI,33,21,data/harvard_full/Havard-Medical-Image-Fusion-Datasets-main/CT-MRI/CT/33021.png,data/harvard_full/Havard-Medical-Image-Fusion-Datasets-main/CT-MRI/MRI/33021.png,256x256,256x256,563032015ba98f25,982b5d399eb317f7
33022,CT-MRI,33,22,data/harvard_full/Havard-Medical-Image-Fusion-Datasets-main/CT-MRI/CT/33022.png,data/harvard_full/Havard-Medical-Image-Fusion-Datasets-main/CT-MRI/MRI/33022.png,256x256,256x256,8264ac90c2b1cabd,0a483555e176741a
33023,CT-MRI,33,23,data/harvard_full/Havard-Medical-Image-Fusion-Datasets-main/CT-MRI/CT/33023.png,data/harvard_full/Havard-Medical-Image-Fusion-Datasets-main/CT-MRI/MRI/33023.png,256x256,256x256,0e6a9a835a5e3ba5,b5af620d40a62c45
34002,CT-MRI,34,2,data/harvard_full/Havard-Medical-Image-Fusion-Datasets-main/CT-MRI/CT/34002.png,data/harvard_full/Havard-Medical-Image-Fusion-Datasets-main/CT-MRI/MRI/34002.png,256x256,256x256,3e505969ff55d85a,53e1517be8a40b64
34003,CT-MRI,34,3,data/harvard_full/Havard-Medical-Image-Fusion-Datasets-main/CT-MRI/CT/34003.png,data/harvard_full/Havard-Medical-Image-Fusion-Datasets-main/CT-MRI/MRI/34003.png,256x256,256x256,1e0b1740bbc4e419,2f39d51fa9e9548e
34004,CT-MRI,34,4,data/harvard_full/Havard-Medical-Image-Fusion-Datasets-main/CT-MRI/CT/34004.png,data/harvard_full/Havard-Medical-Image-Fusion-Datasets-main/CT-MRI/MRI/34004.png,256x256,256x256,7a17367b35886fee,19a3a065ed133f20
34005,CT-MRI,34,5,data/harvard_full/Havard-Medical-Image-Fusion-Datasets-main/CT-MRI/CT/34005.png,data/harvard_full/Havard-Medical-Image-Fusion-Datasets-main/CT-MRI/MRI/34005.png,256x256,256x256,faa82f2f909cb994,616b4bd11c48d721
34006,CT-MRI,34,6,data/harvard_full/Havard-Medical-Image-Fusion-Datasets-main/CT-MRI/CT/34006.png,data/harvard_full/Havard-Medical-Image-Fusion-Datasets-main/CT-MRI/MRI/34006.png,256x256,256x256,cd7f60125d575ee3,d9284840e693695f
34007,CT-MRI,34,7,data/harvard_full/Havard-Medical-Image-Fusion-Datasets-main/CT-MRI/CT/34007.png,data/harvard_full/Havard-Medical-Image-Fusion-Datasets-main/CT-MRI/MRI/34007.png,256x256,256x256,493ca69376d289ab,61624e7acd8294f8
34008,CT-MRI,34,8,data/harvard_full/Havard-Medical-Image-Fusion-Datasets-main/CT-MRI/CT/34008.png,data/harvard_full/Havard-Medical-Image-Fusion-Datasets-main/CT-MRI/MRI/34008.png,256x256,256x256,78ba96228aa0d7d9,6a753d1eaf66063b
34009,CT-MRI,34,9,data/harvard_full/Havard-Medical-Image-Fusion-Datasets-main/CT-MRI/CT/34009.png,data/harvard_full/Havard-Medical-Image-Fusion-Datasets-main/CT-MRI/MRI/34009.png,256x256,256x256,210e0f5a42e58393,0a1a497dadf2f83f
34010,CT-MRI,34,10,data/harvard_full/Havard-Medical-Image-Fusion-Datasets-main/CT-MRI/CT/34010.png,data/harvard_full/Havard-Medical-Image-Fusion-Datasets-main/CT-MRI/MRI/34010.png,256x256,256x256,d631c218fdcdbe42,dffbb12cf3c968f5
34011,CT-MRI,34,11,data/harvard_full/Havard-Medical-Image-Fusion-Datasets-main/CT-MRI/CT/34011.png,data/harvard_full/Havard-Medical-Image-Fusion-Datasets-main/CT-MRI/MRI/34011.png,256x256,256x256,a7baf322609eaef7,8e6e6baf1e4d0e05
34012,CT-MRI,34,12,data/harvard_full/Havard-Medical-Image-Fusion-Datasets-main/CT-MRI/CT/34012.png,data/harvard_full/Havard-Medical-Image-Fusion-Datasets-main/CT-MRI/MRI/34012.png,256x256,256x256,a86edef032e9d69f,29a4c9c4c649ad01
34013,CT-MRI,34,13,data/harvard_full/Havard-Medical-Image-Fusion-Datasets-main/CT-MRI/CT/34013.png,data/harvard_full/Havard-Medical-Image-Fusion-Datasets-main/CT-MRI/MRI/34013.png,256x256,256x256,4c8dc3e9f971ac0d,fcd6119a346c2792
34014,CT-MRI,34,14,data/harvard_full/Havard-Medical-Image-Fusion-Datasets-main/CT-MRI/CT/34014.png,data/harvard_full/Havard-Medical-Image-Fusion-Datasets-main/CT-MRI/MRI/34014.png,256x256,256x256,1c7b682c917df6bf,8ea2af7278fa0d76
34015,CT-MRI,34,15,data/harvard_full/Havard-Medical-Image-Fusion-Datasets-main/CT-MRI/CT/34015.png,data/harvard_full/Havard-Medical-Image-Fusion-Datasets-main/CT-MRI/MRI/34015.png,256x256,256x256,7ae780ef6efa242a,2adaa8809fc65680
34016,CT-MRI,34,16,data/harvard_full/Havard-Medical-Image-Fusion-Datasets-main/CT-MRI/CT/34016.png,data/harvard_full/Havard-Medical-Image-Fusion-Datasets-main/CT-MRI/MRI/34016.png,256x256,256x256,4db3fe57e76120ab,018deac003ce7614
34017,CT-MRI,34,17,data/harvard_full/Havard-Medical-Image-Fusion-Datasets-main/CT-MRI/CT/34017.png,data/harvard_full/Havard-Medical-Image-Fusion-Datasets-main/CT-MRI/MRI/34017.png,256x256,256x256,1e9bf40c312c40da,1eed3a6e7c4d84bc
34018,CT-MRI,34,18,data/harvard_full/Havard-Medical-Image-Fusion-Datasets-main/CT-MRI/CT/34018.png,data/harvard_full/Havard-Medical-Image-Fusion-Datasets-main/CT-MRI/MRI/34018.png,256x256,256x256,43d2570d1ad26c44,96ac820468441678
34019,CT-MRI,34,19,data/harvard_full/Havard-Medical-Image-Fusion-Datasets-main/CT-MRI/CT/34019.png,data/harvard_full/Havard-Medical-Image-Fusion-Datasets-main/CT-MRI/MRI/34019.png,256x256,256x256,788df8fa1db5428f,79db73e58cf354e8
34020,CT-MRI,34,20,data/harvard_full/Havard-Medical-Image-Fusion-Datasets-main/CT-MRI/CT/34020.png,data/harvard_full/Havard-Medical-Image-Fusion-Datasets-main/CT-MRI/MRI/34020.png,256x256,256x256,5e3d94d7c8c19898,652874898bff1c6d
34021,CT-MRI,34,21,data/harvard_full/Havard-Medical-Image-Fusion-Datasets-main/CT-MRI/CT/34021.png,data/harvard_full/Havard-Medical-Image-Fusion-Datasets-main/CT-MRI/MRI/34021.png,256x256,256x256,7b1d5d45a1afb970,fa145f0b5bf93fde
34022,CT-MRI,34,22,data/harvard_full/Havard-Medical-Image-Fusion-Datasets-main/CT-MRI/CT/34022.png,data/harvard_full/Havard-Medical-Image-Fusion-Datasets-main/CT-MRI/MRI/34022.png,256x256,256x256,3005d61035efcd72,3d965ad51e0c81a6
37003,CT-MRI,37,3,data/harvard_full/Havard-Medical-Image-Fusion-Datasets-main/CT-MRI/CT/37003.png,data/harvard_full/Havard-Medical-Image-Fusion-Datasets-main/CT-MRI/MRI/37003.png,256x256,256x256,e08530e091a7aeb8,3e7344610a74ae27
37004,CT-MRI,37,4,data/harvard_full/Havard-Medical-Image-Fusion-Datasets-main/CT-MRI/CT/37004.png,data/harvard_full/Havard-Medical-Image-Fusion-Datasets-main/CT-MRI/MRI/37004.png,256x256,256x256,fc1ddee12fb08592,5d433afe9e15d914
37005,CT-MRI,37,5,data/harvard_full/Havard-Medical-Image-Fusion-Datasets-main/CT-MRI/CT/37005.png,data/harvard_full/Havard-Medical-Image-Fusion-Datasets-main/CT-MRI/MRI/37005.png,256x256,256x256,ea0cfe0d6a17e8f4,41badc69097fdd93
37006,CT-MRI,37,6,data/harvard_full/Havard-Medical-Image-Fusion-Datasets-main/CT-MRI/CT/37006.png,data/harvard_full/Havard-Medical-Image-Fusion-Datasets-main/CT-MRI/MRI/37006.png,256x256,256x256,adb80d4d8c3d4665,eecd948b21201f5a
37007,CT-MRI,37,7,data/harvard_full/Havard-Medical-Image-Fusion-Datasets-main/CT-MRI/CT/37007.png,data/harvard_full/Havard-Medical-Image-Fusion-Datasets-main/CT-MRI/MRI/37007.png,256x256,256x256,0dbb283bc226fe51,93f22d326ae3574f
37008,CT-MRI,37,8,data/harvard_full/Havard-Medical-Image-Fusion-Datasets-main/CT-MRI/CT/37008.png,data/harvard_full/Havard-Medical-Image-Fusion-Datasets-main/CT-MRI/MRI/37008.png,256x256,256x256,d651577c1c3f5e5a,b5f2760a7842da23
37009,CT-MRI,37,9,data/harvard_full/Havard-Medical-Image-Fusion-Datasets-main/CT-MRI/CT/37009.png,data/harvard_full/Havard-Medical-Image-Fusion-Datasets-main/CT-MRI/MRI/37009.png,256x256,256x256,1b9db2c215bcdd3f,a7e8a3ef40094858
37010,CT-MRI,37,10,data/harvard_full/Havard-Medical-Image-Fusion-Datasets-main/CT-MRI/CT/37010.png,data/harvard_full/Havard-Medical-Image-Fusion-Datasets-main/CT-MRI/MRI/37010.png,256x256,256x256,2812bbba8c37f62b,46ca8580dbf72036
37011,CT-MRI,37,11,data/harvard_full/Havard-Medical-Image-Fusion-Datasets-main/CT-MRI/CT/37011.png,data/harvard_full/Havard-Medical-Image-Fusion-Datasets-main/CT-MRI/MRI/37011.png,256x256,256x256,3c41f25f7a1446e7,0a475d7ee1f67080
37012,CT-MRI,37,12,data/harvard_full/Havard-Medical-Image-Fusion-Datasets-main/CT-MRI/CT/37012.png,data/harvard_full/Havard-Medical-Image-Fusion-Datasets-main/CT-MRI/MRI/37012.png,256x256,256x256,6845828fec6a5e4d,c827b89c26f2988c
37013,CT-MRI,37,13,data/harvard_full/Havard-Medical-Image-Fusion-Datasets-main/CT-MRI/CT/37013.png,data/harvard_full/Havard-Medical-Image-Fusion-Datasets-main/CT-MRI/MRI/37013.png,256x256,256x256,1a404e73f9cfd933,e9d26adc0e21d28a
37014,CT-MRI,37,14,data/harvard_full/Havard-Medical-Image-Fusion-Datasets-main/CT-MRI/CT/37014.png,data/harvard_full/Havard-Medical-Image-Fusion-Datasets-main/CT-MRI/MRI/37014.png,256x256,256x256,18c3134686570cb9,7c97dba22faf6f65
37015,CT-MRI,37,15,data/harvard_full/Havard-Medical-Image-Fusion-Datasets-main/CT-MRI/CT/37015.png,data/harvard_full/Havard-Medical-Image-Fusion-Datasets-main/CT-MRI/MRI/37015.png,256x256,256x256,3d1e4276d08671cf,448bbad7b7cfed59
37016,CT-MRI,37,16,data/harvard_full/Havard-Medical-Image-Fusion-Datasets-main/CT-MRI/CT/37016.png,data/harvard_full/Havard-Medical-Image-Fusion-Datasets-main/CT-MRI/MRI/37016.png,256x256,256x256,139c8f885fe8d62f,d012d5a75d650d2c
37017,CT-MRI,37,17,data/harvard_full/Havard-Medical-Image-Fusion-Datasets-main/CT-MRI/CT/37017.png,data/harvard_full/Havard-Medical-Image-Fusion-Datasets-main/CT-MRI/MRI/37017.png,256x256,256x256,b4390c30a8516d2f,008aff30c5c56c15
37018,CT-MRI,37,18,data/harvard_full/Havard-Medical-Image-Fusion-Datasets-main/CT-MRI/CT/37018.png,data/harvard_full/Havard-Medical-Image-Fusion-Datasets-main/CT-MRI/MRI/37018.png,256x256,256x256,05c010c6c22549e0,6afd72f88d98a1e5
37019,CT-MRI,37,19,data/harvard_full/Havard-Medical-Image-Fusion-Datasets-main/CT-MRI/CT/37019.png,data/harvard_full/Havard-Medical-Image-Fusion-Datasets-main/CT-MRI/MRI/37019.png,256x256,256x256,493d2913f49d23f0,96e0af60310cfebb
37020,CT-MRI,37,20,data/harvard_full/Havard-Medical-Image-Fusion-Datasets-main/CT-MRI/CT/37020.png,data/harvard_full/Havard-Medical-Image-Fusion-Datasets-main/CT-MRI/MRI/37020.png,256x256,256x256,a8381cb7f7a537c2,d5151bf629fc150e
37021,CT-MRI,37,21,data/harvard_full/Havard-Medical-Image-Fusion-Datasets-main/CT-MRI/CT/37021.png,data/harvard_full/Havard-Medical-Image-Fusion-Datasets-main/CT-MRI/MRI/37021.png,256x256,256x256,ef2837806168440c,6a5a2fd0e84410ae
37022,CT-MRI,37,22,data/harvard_full/Havard-Medical-Image-Fusion-Datasets-main/CT-MRI/CT/37022.png,data/harvard_full/Havard-Medical-Image-Fusion-Datasets-main/CT-MRI/MRI/37022.png,256x256,256x256,ff54b01b2ade1726,b99ebd270dd958a1
41003,CT-MRI,41,3,data/harvard_full/Havard-Medical-Image-Fusion-Datasets-main/CT-MRI/CT/41003.png,data/harvard_full/Havard-Medical-Image-Fusion-Datasets-main/CT-MRI/MRI/41003.png,256x256,256x256,68173d7c526786bd,9ac4dfc618fdb798
41004,CT-MRI,41,4,data/harvard_full/Havard-Medical-Image-Fusion-Datasets-main/CT-MRI/CT/41004.png,data/harvard_full/Havard-Medical-Image-Fusion-Datasets-main/CT-MRI/MRI/41004.png,256x256,256x256,e5c953011f423d92,42ca4c275c1a1e65
41005,CT-MRI,41,5,data/harvard_full/Havard-Medical-Image-Fusion-Datasets-main/CT-MRI/CT/41005.png,data/harvard_full/Havard-Medical-Image-Fusion-Datasets-main/CT-MRI/MRI/41005.png,256x256,256x256,28871361a234ab68,4edcba86e5f43f69
41006,CT-MRI,41,6,data/harvard_full/Havard-Medical-Image-Fusion-Datasets-main/CT-MRI/CT/41006.png,data/harvard_full/Havard-Medical-Image-Fusion-Datasets-main/CT-MRI/MRI/41006.png,256x256,256x256,8e8f1dcaaefb5244,440c70ee555b9eba
41007,CT-MRI,41,7,data/harvard_full/Havard-Medical-Image-Fusion-Datasets-main/CT-MRI/CT/41007.png,data/harvard_full/Havard-Medical-Image-Fusion-Datasets-main/CT-MRI/MRI/41007.png,256x256,256x256,2248aa20c0645e49,1b170b21c8701146
41008,CT-MRI,41,8,data/harvard_full/Havard-Medical-Image-Fusion-Datasets-main/CT-MRI/CT/41008.png,data/harvard_full/Havard-Medical-Image-Fusion-Datasets-main/CT-MRI/MRI/41008.png,256x256,256x256,b0e0edb455285b0b,252b55f927a5395b
41009,CT-MRI,41,9,data/harvard_full/Havard-Medical-Image-Fusion-Datasets-main/CT-MRI/CT/41009.png,data/harvard_full/Havard-Medical-Image-Fusion-Datasets-main/CT-MRI/MRI/41009.png,256x256,256x256,278dcb50837411a3,282e8ee1344686d7
41010,CT-MRI,41,10,data/harvard_full/Havard-Medical-Image-Fusion-Datasets-main/CT-MRI/CT/41010.png,data/harvard_full/Havard-Medical-Image-Fusion-Datasets-main/CT-MRI/MRI/41010.png,256x256,256x256,74a58ad2758e7cad,d784a5f4391b6353
41011,CT-MRI,41,11,data/harvard_full/Havard-Medical-Image-Fusion-Datasets-main/CT-MRI/CT/41011.png,data/harvard_full/Havard-Medical-Image-Fusion-Datasets-main/CT-MRI/MRI/41011.png,256x256,256x256,63e2f9c070d39c0c,da873b5684eeb739
41012,CT-MRI,41,12,data/harvard_full/Havard-Medical-Image-Fusion-Datasets-main/CT-MRI/CT/41012.png,data/harvard_full/Havard-Medical-Image-Fusion-Datasets-main/CT-MRI/MRI/41012.png,256x256,256x256,7702bba60ceb5519,cce502a706268bf6
41013,CT-MRI,41,13,data/harvard_full/Havard-Medical-Image-Fusion-Datasets-main/CT-MRI/CT/41013.png,data/harvard_full/Havard-Medical-Image-Fusion-Datasets-main/CT-MRI/MRI/41013.png,256x256,256x256,a9a2142f299003e4,9d0f5e63f034e389
41014,CT-MRI,41,14,data/harvard_full/Havard-Medical-Image-Fusion-Datasets-main/CT-MRI/CT/41014.png,data/harvard_full/Havard-Medical-Image-Fusion-Datasets-main/CT-MRI/MRI/41014.png,256x256,256x256,2d8520f188897de8,db2f7b47473bf3e3
41015,CT-MRI,41,15,data/harvard_full/Havard-Medical-Image-Fusion-Datasets-main/CT-MRI/CT/41015.png,data/harvard_full/Havard-Medical-Image-Fusion-Datasets-main/CT-MRI/MRI/41015.png,256x256,256x256,b0bd633e4ce1fd35,7f03bd9a276a256c
41016,CT-MRI,41,16,data/harvard_full/Havard-Medical-Image-Fusion-Datasets-main/CT-MRI/CT/41016.png,data/harvard_full/Havard-Medical-Image-Fusion-Datasets-main/CT-MRI/MRI/41016.png,256x256,256x256,4973496344d8d4eb,62f1ff107b3fe5cb
41018,CT-MRI,41,18,data/harvard_full/Havard-Medical-Image-Fusion-Datasets-main/CT-MRI/CT/41018.png,data/harvard_full/Havard-Medical-Image-Fusion-Datasets-main/CT-MRI/MRI/41018.png,256x256,256x256,b1f4eb58a622a9ab,0057c2e489cc9677
41019,CT-MRI,41,19,data/harvard_full/Havard-Medical-Image-Fusion-Datasets-main/CT-MRI/CT/41019.png,data/harvard_full/Havard-Medical-Image-Fusion-Datasets-main/CT-MRI/MRI/41019.png,256x256,256x256,e17645f313ea9964,9a07a14ec64a48fc
41020,CT-MRI,41,20,data/harvard_full/Havard-Medical-Image-Fusion-Datasets-main/CT-MRI/CT/41020.png,data/harvard_full/Havard-Medical-Image-Fusion-Datasets-main/CT-MRI/MRI/41020.png,256x256,256x256,27a161d6df5eef84,6361606eef4d7c03
41021,CT-MRI,41,21,data/harvard_full/Havard-Medical-Image-Fusion-Datasets-main/CT-MRI/CT/41021.png,data/harvard_full/Havard-Medical-Image-Fusion-Datasets-main/CT-MRI/MRI/41021.png,256x256,256x256,bfeca253f28d25d9,695a7f5cd5e03693
41022,CT-MRI,41,22,data/harvard_full/Havard-Medical-Image-Fusion-Datasets-main/CT-MRI/CT/41022.png,data/harvard_full/Havard-Medical-Image-Fusion-Datasets-main/CT-MRI/MRI/41022.png,256x256,256x256,0f55c73f16cf2698,db0f39899b28729c
41023,CT-MRI,41,23,data/harvard_full/Havard-Medical-Image-Fusion-Datasets-main/CT-MRI/CT/41023.png,data/harvard_full/Havard-Medical-Image-Fusion-Datasets-main/CT-MRI/MRI/41023.png,256x256,256x256,862772a495fcecfd,3ccebc2b4d9fead6
